"id","ReceiptNo","DOP","ClassRegisterID","Admission","Tuition","Transport","Uniform","Lunch","Exams","BookLvy","Activity","OtheLvy"
"291","6905","2021-01-18","172","0.00","0.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"292","6906","2021-01-18","224","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"293","6907","2021-01-18","178","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"294","6908","2021-01-18","350","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"295","6909","2021-01-19","352","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"296","6910","2021-01-19","288","0.00","800.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"297","6911","2021-01-19","205","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"298","6912","2021-01-19","200","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"299","6913","2021-01-19","175","0.00","0.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"300","6914","2021-01-19","117","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00"
"301","6915","2021-01-19","323","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"302","6916","2021-01-19","181","0.00","1800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"303","6917","2021-01-19","125","0.00","2700.00","700.00","0.00","400.00","0.00","0.00","0.00","0.00"
"307","6920","2021-01-20","240","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"308","6921","2021-01-20","353","0.00","0.00","0.00","650.00","0.00","0.00","0.00","0.00","0.00"
"309","6922","2021-01-20","219","0.00","2000.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"310","6923","2021-01-20","131","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00"
"311","6924","2021-01-20","375","500.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"312","6925","2021-01-20","376","500.00","750.00","600.00","2100.00","300.00","200.00","200.00","100.00","250.00"
"313","6926","2021-01-20","377","500.00","750.00","600.00","2100.00","300.00","200.00","200.00","100.00","250.00"
"314","6927","2021-01-20","223","0.00","2050.00","350.00","0.00","600.00","200.00","200.00","100.00","0.00"
"315","6928","2021-01-15","154","0.00","0.00","0.00","0.00","300.00","200.00","200.00","100.00","0.00"
"316","6929","2021-01-15","367","0.00","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00"
"317","6930","2021-01-19","77","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"318","6931","2021-01-19","78","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"319","6932","2021-01-19","165","0.00","1800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"320","6933","2021-01-20","129","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00"
"321","6934","2021-01-20","176","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00"
"322","5802","2021-01-04","293","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"323","6844","2021-01-13","362","500.00","0.00","0.00","1550.00","0.00","0.00","0.00","100.00","50.00"
"324","6935","2021-01-20","367","0.00","0.00","0.00","300.00","0.00","0.00","0.00","0.00","0.00"
"325","6936","2021-01-20","162","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"326","6937","2021-01-20","239","0.00","1000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"327","6938","2021-01-21","374","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"328","6939","2021-01-21","200","0.00","0.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"329","6940","2021-01-21","234","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"330","6941","2021-01-21","132","0.00","700.00","0.00","0.00","600.00","200.00","0.00","100.00","0.00"
"331","6942","2021-01-21","324","0.00","200.00","0.00","50.00","0.00","200.00","200.00","150.00","0.00"
"332","6943","2021-01-21","326","0.00","0.00","0.00","50.00","0.00","200.00","200.00","350.00","0.00"
"333","6944","2021-01-22","325","0.00","0.00","0.00","50.00","0.00","0.00","200.00","0.00","250.00"
"334","6945","2021-01-22","297","0.00","1500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"335","6946","2021-01-22","297","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"336","6947","2021-01-22","66","0.00","0.00","0.00","0.00","600.00","200.00","200.00","0.00","0.00"
"337","6948","2021-01-22","253","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"338","6949","2021-01-22","199","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"339","6950","2021-01-25","236","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"340","6951","2021-01-25","257","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"341","6952","2021-01-25","284","0.00","0.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"342","6953","2021-01-25","296","0.00","1400.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"343","6954","2021-01-25","339","0.00","350.00","0.00","700.00","0.00","200.00","200.00","150.00","0.00"
"344","6955","2021-01-25","228","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"345","6956","2021-01-25","380","500.00","0.00","700.00","1400.00","0.00","0.00","0.00","0.00","0.00"
"346","6957","2021-01-25","177","0.00","900.00","0.00","0.00","600.00","200.00","200.00","100.00","0.00"
"347","6958","2021-01-25","129","0.00","0.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"348","6959","2021-01-25","131","0.00","0.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"349","6960","2021-01-25","126","0.00","8100.00","700.00","700.00","700.00","200.00","200.00","100.00","0.00"
"350","6961","2021-01-25","343","0.00","2100.00","2700.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"351","6962","2021-01-25","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"352","6963","2021-01-25","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"353","6964","2021-01-25","139","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"354","6965","2021-01-25","281","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"355","6966","2021-01-25","209","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"356","6967","2021-01-25","92","0.00","0.00","0.00","0.00","500.00","200.00","200.00","100.00","0.00"
"357","6968","2021-01-25","184","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"358","6969","2021-01-25","288","0.00","0.00","100.00","0.00","600.00","200.00","0.00","100.00","0.00"
"359","6970","2021-01-25","205","0.00","700.00","0.00","0.00","300.00","0.00","0.00","0.00","0.00"
"360","6971","2021-01-25","375","0.00","0.00","0.00","0.00","0.00","0.00","200.00","100.00","200.00"
"361","6972","2021-01-25","90","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"362","6973","2021-01-25","231","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"363","6975","2021-01-12","137","0.00","2000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"364","6976","2021-01-26","137","0.00","2650.00","750.00","0.00","600.00","0.00","0.00","0.00","0.00"
"365","6977","2021-01-26","270","0.00","1100.00","200.00","0.00","600.00","0.00","0.00","0.00","100.00"
"366","6978","2021-01-26","102","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"367","6979","2021-01-26","116","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"368","6980","2021-01-26","381","500.00","0.00","0.00","1400.00","0.00","0.00","200.00","100.00","300.00"
"369","6981","2021-01-26","381","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"370","6982","2021-01-26","192","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"371","6983","2021-01-26","224","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"372","6984","2021-01-26","178","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"373","6985","2021-01-19","173","0.00","2000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"374","6986","2021-01-26","341","0.00","0.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"375","6987","2021-01-26","224","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"379","6988","2021-01-27","382","500.00","700.00","700.00","2100.00","300.00","200.00","200.00","100.00","100.00"
"380","6989","2021-01-27","376","0.00","1350.00","0.00","0.00","650.00","0.00","0.00","0.00","0.00"
"381","6990","2021-01-27","377","0.00","1400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"382","6991","2021-01-27","362","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00"
"383","6992","2021-01-27","367","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00"
"384","6993","2021-01-28","203","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"385","6994","2021-01-29","330","0.00","2100.00","1900.00","0.00","1200.00","200.00","0.00","100.00","0.00"
"386","6995","2021-01-29","311","0.00","350.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"387","6996","2021-01-29","114","0.00","117.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"388","6997","2021-01-22","366","500.00","0.00","0.00","450.00","0.00","0.00","0.00","0.00","0.00"
"389","6998","2021-01-29","214","0.00","17.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"390","6999","2021-01-29","289","0.00","17.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"391","7000","2021-01-29","129","0.00","117.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"392","7001","2021-01-29","72","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"393","7002","2021-01-29","62","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"394","7003","2021-01-29","106","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"395","7004","2021-01-29","115","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"396","7005","2021-01-29","158","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"397","7006","2021-01-29","146","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"398","7007","2021-01-29","163","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"399","7008","2021-01-29","301","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"400","7009","2021-01-29","145","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"401","7010","2021-01-29","64","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"402","7011","2021-01-29","182","0.00","838.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"403","7012","2021-01-29","320","0.00","837.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"404","7013","2021-01-29","131","0.00","117.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"405","7014","2021-01-29","334","0.00","0.00","0.00","633.00","0.00","0.00","0.00","0.00","0.00"
"406","7015","2021-01-29","335","0.00","0.00","0.00","700.00","0.00","0.00","0.00","34.00","100.00"
"407","7016","2021-01-29","226","0.00","17.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"408","7017","2021-01-29","207","0.00","16.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"409","7018","2021-01-29","147","0.00","0.00","367.00","0.00","0.00","200.00","200.00","100.00","0.00"
"410","7019","2021-01-29","383","0.00","0.00","266.00","0.00","0.00","200.00","200.00","100.00","0.00"
"411","7020","2021-01-30","386","500.00","1700.00","0.00","1400.00","600.00","300.00","200.00","100.00","300.00"
"412","7021","2021-02-01","284","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"413","7022","2021-02-01","177","0.00","550.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"414","7023","2021-02-01","240","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"415","7024","2021-02-01","387","500.00","2100.00","700.00","3000.00","0.00","200.00","200.00","100.00","100.00"
"416","7025","2021-02-01","386","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"417","7026","2021-02-01","380","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"418","7027","2021-02-01","130","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"419","7028","2021-02-01","375","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"420","7029","2021-02-01","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"421","7030","2021-02-01","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"422","7031","2021-02-01","101","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"423","7032","2021-02-01","160","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"425","7034","2021-02-01","281","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"426","7035","2021-02-01","139","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"427","7036","2021-02-01","209","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"428","7037","2021-02-01","322","0.00","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00"
"429","7038","2021-02-01","318","0.00","400.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"430","7039","2021-02-01","354","0.00","800.00","700.00","0.00","0.00","200.00","0.00","100.00","50.00"
"431","7040","2021-02-01","227","0.00","300.00","900.00","0.00","600.00","200.00","0.00","0.00","0.00"
"432","7041","2021-02-01","266","0.00","0.00","200.00","0.00","600.00","200.00","0.00","0.00","0.00"
"433","7042","2021-02-01","192","0.00","1900.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"434","7043","2021-02-01","254","0.00","300.00","100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"435","7044","2021-01-29","81","0.00","0.00","1300.00","0.00","600.00","0.00","0.00","0.00","0.00"
"436","7045","2021-01-29","217","0.00","0.00","1300.00","0.00","600.00","0.00","0.00","0.00","0.00"
"437","7046","2021-01-31","201","0.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"438","7047","2021-02-01","150","0.00","2700.00","0.00","2300.00","1800.00","200.00","200.00","100.00","0.00"
"439","7048","2021-02-01","219","0.00","100.00","400.00","0.00","0.00","200.00","200.00","100.00","0.00"
"440","7049","2021-02-01","157","0.00","1750.00","0.00","0.00","0.00","0.00","200.00","50.00","0.00"
"441","7050","2021-02-02","350","0.00","450.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00"
"442","7051","2021-02-02","352","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"443","7052","2021-02-02","121","0.00","800.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"444","7053","2021-02-02","206","0.00","800.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"445","7054","2021-02-02","272","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"446","7055","2021-02-02","233","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"447","7056","2021-02-02","109","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"448","7057","2021-02-02","271","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"449","7058","2021-02-02","385","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"450","7059","2021-02-02","384","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"451","7060","2021-01-06","276","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"452","7061","2021-01-06","188","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"453","7063","2021-02-03","231","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"454","7064","2021-02-01","261","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"455","7066","2021-02-03","280","0.00","0.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"456","7067","2021-02-03","160","0.00","700.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"457","7068","2021-02-03","101","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"458","7069","2021-02-03","120","0.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"459","7070","2021-02-03","167","0.00","1000.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"460","7071","2021-02-03","353","0.00","700.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00"
"461","7072","2021-02-03","323","0.00","600.00","800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"464","7075","2021-02-03","113","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"465","7076","2021-02-03","75","0.00","1500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"466","7077","2021-02-03","153","0.00","700.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"468","7079","2021-02-02","331","0.00","1000.00","0.00","1600.00","600.00","0.00","0.00","0.00","300.00"
"469","7080","2021-02-01","262","0.00","0.00","1800.00","0.00","750.00","200.00","200.00","50.00","0.00"
"470","7082","2021-02-02","223","0.00","400.00","1000.00","0.00","600.00","0.00","0.00","0.00","0.00"
"471","7083","2021-02-02","173","0.00","700.00","1800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"472","7084","2021-02-03","174","0.00","1300.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"473","7085","2021-02-03","210","0.00","400.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"474","7086","2021-02-03","156","0.00","2000.00","2200.00","1600.00","1200.00","0.00","0.00","0.00","0.00"
"475","7087","2021-02-03","189","0.00","500.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"476","7088","2021-02-03","275","0.00","500.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"477","7089","2021-02-03","90","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"478","7090","2021-02-03","241","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"479","7091","2021-02-03","275","0.00","1000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"480","7092","2021-02-03","189","0.00","1000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"482","7094","2021-02-04","200","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"483","7095","2021-02-04","215","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"484","7096","2021-02-04","176","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"485","7098","2021-02-04","238","0.00","700.00","300.00","0.00","0.00","200.00","200.00","100.00","0.00"
"486","7099","2021-02-04","222","0.00","300.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"487","7100","2021-02-14","209","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"488","7102","2021-02-04","324","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"489","7103","2021-02-04","326","0.00","850.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"490","7104","2021-02-04","326","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"491","7105","2021-02-04","241","0.00","1400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"492","7106","2021-02-04","162","0.00","1500.00","1800.00","0.00","1200.00","200.00","200.00","100.00","0.00"
"493","7107","2021-02-04","235","0.00","1000.00","500.00","0.00","500.00","200.00","200.00","100.00","0.00"
"494","7108","2021-02-04","155","0.00","1600.00","500.00","0.00","0.00","200.00","200.00","0.00","0.00"
"495","7101","2021-02-05","195","0.00","600.00","0.00","0.00","0.00","0.00","200.00","200.00","0.00"
"496","7109","2021-02-05","180","0.00","800.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"497","7110","2021-02-05","116","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"498","7111","2021-02-05","102","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"499","7112","2021-02-05","391","500.00","2100.00","900.00","3850.00","600.00","200.00","200.00","200.00","0.00"
"500","7113","2021-02-05","309","0.00","600.00","300.00","0.00","600.00","200.00","200.00","100.00","0.00"
"501","7114","2021-02-05","242","0.00","900.00","400.00","0.00","0.00","200.00","200.00","100.00","0.00"
"502","7115","2021-02-05","304","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"503","7116","2021-02-05","73","0.00","500.00","1800.00","0.00","1200.00","200.00","200.00","100.00","0.00"
"504","7117","2021-02-04","221","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"505","7118","2021-02-05","367","0.00","0.00","0.00","150.00","0.00","50.00","200.00","100.00","0.00"
"506","7119","2021-02-05","359","0.00","0.00","1800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"507","7120","2021-02-05","118","0.00","100.00","2600.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"508","7121","2021-02-08","339","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"509","7122","2021-02-08","257","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"510","7123","2021-02-08","170","0.00","500.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"511","7124","2021-02-08","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"512","7125","2021-02-08","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"513","7126","2021-02-08","240","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"514","7127","2021-02-08","240","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"516","7129","2021-02-08","336","0.00","1700.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"517","7130","2021-02-08","325","0.00","0.00","0.00","0.00","0.00","100.00","0.00","100.00","0.00"
"518","7131","2021-02-08","294","0.00","400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"519","7132","2021-02-08","148","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"520","7133","2021-02-08","270","0.00","800.00","1200.00","0.00","600.00","200.00","200.00","0.00","0.00"
"521","7134","2021-02-08","328","0.00","100.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00"
"522","7135","2021-02-08","152","0.00","800.00","700.00","0.00","0.00","0.00","0.00","100.00","0.00"
"523","7136","2021-02-08","354","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"524","7137","2021-02-08","272","0.00","1600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"525","7138","2021-02-08","382","0.00","900.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"526","7139","2021-02-08","348","0.00","2200.00","700.00","0.00","600.00","200.00","200.00","0.00","0.00"
"527","7140","2021-02-08","348","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"528","7141","2021-02-04","259","0.00","1200.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"529","7142","2021-02-05","212","0.00","700.00","1200.00","0.00","600.00","0.00","0.00","0.00","0.00"
"530","7143","2021-02-05","87","0.00","500.00","1400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"531","7144","2021-02-05","136","0.00","600.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"532","7145","2021-02-05","85","0.00","1500.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"533","7146","2021-02-05","63","0.00","450.00","1950.00","0.00","600.00","0.00","0.00","0.00","0.00"
"534","7147","2021-02-05","244","0.00","800.00","200.00","1400.00","600.00","0.00","0.00","0.00","0.00"
"535","7148","2021-02-07","65","0.00","150.00","800.00","0.00","600.00","200.00","200.00","50.00","0.00"
"536","7149","2021-02-07","221","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00"
"537","7150","2021-02-08","124","0.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"539","7152","2021-02-08","313","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","0.00","0.00"
"540","7153","2021-02-08","233","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"541","7154","2021-02-08","178","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"542","7155","2021-02-08","224","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"543","7156","2021-02-08","59","0.00","1300.00","0.00","0.00","200.00","200.00","200.00","100.00","0.00"
"544","7157","2021-02-08","316","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"545","7158","2021-02-08","253","0.00","1000.00","1400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"546","7159","2021-02-08","373","0.00","0.00","0.00","1600.00","0.00","0.00","200.00","100.00","100.00"
"547","7160","2021-02-08","340","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"548","7161","2021-02-09","317","0.00","1100.00","0.00","0.00","0.00","200.00","200.00","0.00","0.00"
"549","7162","2021-02-08","119","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"550","7163","2021-02-09","110","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"551","7164","2021-02-09","295","0.00","700.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"552","7165","2021-02-09","133","0.00","800.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"553","7166","2021-02-08","143","0.00","900.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"554","7167","2021-02-08","149","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"555","7168","2021-02-08","179","0.00","550.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00"
"556","7169","2021-02-09","164","0.00","1750.00","0.00","0.00","0.00","0.00","200.00","50.00","0.00"
"557","7170","2021-02-09","137","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"558","7171","2021-02-09","288","0.00","100.00","800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"559","7172","2021-02-09","205","0.00","0.00","700.00","0.00","300.00","200.00","200.00","100.00","0.00"
"560","7173","2021-02-09","287","0.00","500.00","0.00","900.00","600.00","0.00","0.00","0.00","0.00"
"561","7174","2021-02-09","279","0.00","700.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"562","7175","2021-02-09","70","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"563","7176","2021-02-21","154","0.00","0.00","400.00","0.00","300.00","0.00","0.00","0.00","0.00"
"564","7177","2021-02-09","314","0.00","0.00","0.00","1600.00","0.00","0.00","0.00","0.00","0.00"
"565","7178","2021-01-15","103","0.00","2700.00","1400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"566","7179","2021-02-09","234","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"567","7180","2021-02-10","175","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"568","7181","2021-02-10","97","0.00","300.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00"
